"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","573.12859","573.12860","573.12862"
"yqaB","","Fructose-1-phosphate phosphatase YqaB","3","3","1","1","1020","","","","566","566","566","573.12859_04280","573.12860_04112","573.12862_03923"
"rlhA_2","","23S rRNA 5-hydroxycytidine synthase","3","3","1","1","1942","","","","1361","1361","1361","573.12859_04183","573.12860_00547","573.12862_04564"
"group_5202","","hypothetical protein","3","3","1","1","1853","","","","887","887","887","573.12859_03579","573.12860_00461","573.12862_01552"
"dsdX","","D-serine transporter DsdX","3","3","1","9","71","","","","1337","1337","1337","573.12859_03821","573.12860_03597","573.12862_03492"
"mutM","","Formamidopyrimidine-DNA glycosylase","3","3","1","3","84","","","","809","809","809","573.12859_00251","573.12860_02785","573.12862_02950"
"agaC","","N-acetylgalactosamine permease IIC component 1","3","3","1","4","267","","","","779","779","779","573.12859_00712","573.12860_01047","573.12862_00643"
"group_5206","","hypothetical protein","3","3","1","2","15","","","","359","359","359","573.12859_03451","573.12860_04343","573.12862_02743"
"norW_1","","Nitric oxide reductase FlRd-NAD(+) reductase","3","3","1","1","2821","","","","4067","4067","4067","573.12859_02806","573.12860_04504","573.12862_02691"
"nagC_2","","N-acetylglucosamine repressor","3","3","1","7","151","","","","1196","1196","1196","573.12859_03194","573.12860_02521","573.12862_02536"
"argT","","Lysine/arginine/ornithine-binding periplasmic protein","3","3","1","1","1772","","","","782","782","782","573.12859_03499","573.12860_00379","573.12862_01471"
"zntB_1","","Zinc transport protein ZntB","3","3","1","1","241","","","","1028","1028","1028","573.12859_03062","573.12860_02669","573.12862_02322"
"grpE","","Protein GrpE","3","3","1","1","991","","","","590","590","590","573.12859_04442","573.12860_04622","573.12862_03857"
"group_5212","","hypothetical protein","3","3","1","4","8","","","","842","842","842","573.12859_00960","573.12860_03794","573.12862_03828"
"ybgI","","GTP cyclohydrolase 1 type 2 ","3","3","1","5","29","","","","743","743","743","573.12859_02322","573.12860_02371","573.12862_01391"
"cbdB","","2-halobenzoate 1,2-dioxygenase small subunit","3","3","1","1","2572","","","","485","485","485","573.12859_01798","573.12860_01149","573.12862_02041"
"rne","","Ribonuclease E","3","3","1","1","1395","","","","3233","3233","3233","573.12859_04326","573.12860_00089","573.12862_00797"
"chbA_4","","PTS system N,N'-diacetylchitobiose-specific EIIA component","3","3","1","15","30","","","","317","317","317","573.12859_04746","573.12860_04920","573.12862_04694"
"betB_1","","NAD/NADP-dependent betaine aldehyde dehydrogenase","3","3","1","4","311","","","","1466","1466","1466","573.12859_00688","573.12860_01070","573.12862_00666"
"uxaB_2","","Altronate oxidoreductase","3","3","1","13","3","","","","1451","1451","1451","573.12859_04696","573.12860_04868","573.12862_04507"
"deoA","","Thymidine phosphorylase","3","3","1","4","236","","","","1322","1322","1322","573.12859_00746","573.12860_01013","573.12862_00609"
"dctA_2","","C4-dicarboxylate transport protein","3","3","1","1","1949","","","","1274","1274","1274","573.12859_04190","573.12860_00554","573.12862_04571"
"feaB_2","","Phenylacetaldehyde dehydrogenase","3","3","1","1","288","","","","1499","1499","1499","573.12859_03108","573.12860_02623","573.12862_02368"
"epsF_1","","Type II secretion system protein F","3","3","1","4","109","","","","1205","1205","1205","573.12859_00861","573.12860_00887","573.12862_00483"
"mobA","","Molybdenum cofactor guanylyltransferase","3","3","1","10","66","","","","581","581","581","573.12859_03701","573.12860_03623","573.12862_03654"
"mqo_2","","Malate:quinone oxidoreductase","3","3","1","1","196","","","","1646","1646","1646","573.12859_03017","573.12860_04733","573.12862_02277"
"prr","","Gamma-aminobutyraldehyde dehydrogenase","3","3","1","1","2626","","","","1427","1427","1427","573.12859_01744","573.12860_01201","573.12862_01989"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase","3","3","1","3","157","","","","1673","1673","1673","573.12859_00180","573.12860_05111","573.12862_04859"
"qorA","","Quinone oxidoreductase 1","3","3","1","8","100","","","","983","983","983","573.12859_03911","573.12860_03171","573.12862_03198"
"group_5228","","hypothetical protein","3","3","1","1","2579","","","","536","536","536","573.12859_01791","573.12860_01156","573.12862_02034"
"evgA","","DNA-binding transcriptional activator EvgA","3","3","1","2","550","","","","614","614","614","573.12859_01411","573.12860_01834","573.12862_00248"
"pncC_1","","Nicotinamide-nucleotide amidohydrolase PncC","3","3","1","1","1818","","","","1196","1196","1196","573.12859_03544","573.12860_00425","573.12862_01516"
"paaC","","1,2-phenylacetyl-CoA epoxidase, subunit C","3","3","1","1","281","","","","755","755","755","573.12859_03101","573.12860_02630","573.12862_02361"
"oprB","","Porin B","3","3","1","1","1893","","","","1364","1364","1364","573.12859_04629","573.12860_00500","573.12862_01591"
"roxA_2","","50S ribosomal protein L16 3-hydroxylase","3","3","1","18","4","","","","1121","1121","1121","573.12859_05010","573.12860_05177","573.12862_04919"
"sasA_1","","Adaptive-response sensory-kinase SasA","3","3","1","1","1209","","","","1472","1472","1472","573.12859_00471","573.12860_00270","573.12862_04177"
"group_5235","","hypothetical protein","3","3","1","1","665","","","","770","770","770","573.12859_01048","573.12860_00657","573.12862_01128"
"pflD","","Trans-4-hydroxy-L-proline dehydratase","3","3","1","1","948","","","","2432","2432","2432","573.12859_00436","573.12860_03001","573.12862_03028"
"ygeA","","L-aspartate/glutamate-specific racemase","3","3","1","2","225","","","","713","713","713","573.12859_03615","573.12860_02082","573.12862_04011"
"bcsB_1","","Cyclic di-GMP-binding protein","3","3","1","3","177","","","","2303","2303","2303","573.12859_00159","573.12860_03859","573.12862_02234"
"pfeA","","Ferric enterobactin receptor","3","3","1","1","1556","","","","2183","2183","2183","573.12859_02662","573.12860_02940","573.12862_03319"
"group_5240","","hypothetical protein","3","3","1","1","1777","","","","527","527","527","573.12859_03504","573.12860_00384","573.12862_01476"
"epsF_2","","Type II secretion system protein F","3","3","1","4","58","","","","1214","1214","1214","573.12859_00911","573.12860_03745","573.12862_03779"
"srlB","","PTS system glucitol/sorbitol-specific EIIA component","3","3","1","2","13","","","","362","362","362","573.12859_03453","573.12860_04345","573.12862_02741"
"dxr","","1-deoxy-D-xylulose 5-phosphate reductoisomerase","3","3","1","4","29","","","","1202","1202","1202","573.12859_00939","573.12860_03773","573.12862_03807"
"hipO_1","","Hippurate hydrolase","3","3","1","1","1281","","","","1166","1166","1166","573.12859_00543","573.12860_00198","573.12862_00906"
"yddE","","putative isomerase YddE","3","3","1","13","36","","","","791","794","792","573.12859_04712","573.12860_04850","573.12862_04489"
"tdcC","","Threonine/serine transporter TdcC","3","3","1","1","2131","","","","1331","1331","1331","573.12859_02086","573.12860_02026","573.12862_01820"
"hflX","","GTPase HflX","3","3","1","6","68","","","","1280","1280","1280","573.12859_02410","573.12860_04002","573.12862_03955"
"group_5248","","hypothetical protein","3","3","1","5","119","","","","1241","1241","1241","573.12859_02222","573.12860_02278","573.12862_01295"
"modF","","ABC transporter ATP-binding protein ModF","3","3","1","1","859","","","","1472","1472","1472","573.12859_00345","573.12860_03088","573.12862_03115"
"dmlR_4","","HTH-type transcriptional regulator DmlR","3","3","1","1","1918","","","","899","899","899","573.12859_04165","573.12860_00523","573.12862_01614"
"lysA","","Diaminopimelate decarboxylase","3","3","1","2","223","","","","1262","1262","1262","573.12859_03617","573.12860_02084","573.12862_04013"
"gpmI","","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","3","3","1","3","104","","","","1544","1544","1544","573.12859_00231","573.12860_02805","573.12862_02970"
"parM","","Plasmid segregation protein ParM","3","3","1","8","2","","","","956","956","956","573.12859_03980","573.12860_03102","573.12862_03129"
"fimD_1","","Outer membrane usher protein FimD","3","3","1","2","261","","","","2612","2612","2612","573.12859_04820","573.12860_01390","573.12862_00005"
"group_5255","","hypothetical protein","3","3","1","1","1497","","","","854","854","854","573.12859_02712","573.12860_04948","573.12862_04722"
"hipO_4","","Hippurate hydrolase","3","3","1","1","2955","","","","1157","1157","1157","573.12859_02945","573.12860_01366","573.12862_04450"
"uxuA_1","","Mannonate dehydratase","3","3","1","2","414","","","","1064","1064","1064","573.12859_01542","573.12860_01691","573.12862_00391"
"betI_1","","HTH-type transcriptional regulator BetI","3","3","1","1","1373","","","","593","593","593","573.12859_04348","573.12860_00111","573.12862_00819"
"group_5259","","putative transporter","3","3","1","1","2663","","","","1217","1217","1217","573.12859_01708","573.12860_01237","573.12862_01953"
"argI","","Ornithine carbamoyltransferase subunit I","3","3","1","6","160","","","","1004","1004","1004","573.12859_02503","573.12860_04551","573.12862_04310"
"rlpA","","Endolytic peptidoglycan transglycosylase RlpA","3","3","1","5","77","","","","1148","1148","1148","573.12859_02264","573.12860_02320","573.12862_01337"
"nuoL","","NADH-quinone oxidoreductase subunit L","3","3","1","1","1804","","","","1841","1841","1841","573.12859_03530","573.12860_00411","573.12862_01502"
"cbiH","","putative cobalt-factor III C(17)-methyltransferase","3","3","1","2","163","","","","725","725","725","573.12859_03677","573.12860_02144","573.12862_04073"
"proY_2","","Proline-specific permease ProY","3","3","1","1","885","","","","1382","1382","1382","573.12859_00373","573.12860_03064","573.12862_03091"
"fimC_1","","Chaperone protein FimC","3","3","1","2","260","","","","704","704","704","573.12859_04819","573.12860_01389","573.12862_00004"
"group_5266","","PKHD-type hydroxylase","3","3","1","1","1561","","","","677","677","677","573.12859_02657","573.12860_02935","573.12862_03314"
"dgoT_2","","D-galactonate transporter","3","3","1","9","57","","","","1292","1292","1292","573.12859_03835","573.12860_03583","573.12862_03506"
"group_5268","","hypothetical protein","3","3","1","3","95","","","","908","908","908","573.12859_00240","573.12860_02796","573.12862_02961"
"recQ","","ATP-dependent DNA helicase RecQ","3","3","1","11","60","","","","1826","1826","1826","573.12859_04094","573.12860_04265","573.12862_04123"
"yfcE","","Phosphodiesterase YfcE","3","3","1","1","1782","","","","551","551","551","573.12859_03509","573.12860_00389","573.12862_01481"
"clcB_1","","Voltage-gated ClC-type chloride channel ClcB","3","3","1","3","67","","","","1250","1250","1250","573.12859_00268","573.12860_02769","573.12862_02934"
"ygfZ","","tRNA-modifying protein YgfZ","3","3","1","2","297","","","","983","983","983","573.12859_04776","573.12860_01426","573.12862_00041"
"nasA","","Nitrate reductase","3","3","1","1","2822","","","","2600","2600","2600","573.12859_02807","573.12860_04503","573.12862_02690"
"erfK","","putative L,D-transpeptidase ErfK/SrfK","3","3","1","1","2271","","","","941","941","941","573.12859_01940","573.12860_01881","573.12862_01674"
"galK","","Galactokinase","3","3","1","1","856","","","","1148","1148","1148","573.12859_00342","573.12860_03091","573.12862_03118"
"group_5276","","hypothetical protein","3","3","1","1","631","","","","698","698","698","573.12859_01082","573.12860_00691","573.12862_01094"
"group_5277","","hypothetical protein","3","3","1","1","65","","","","389","389","389","573.12859_04361","573.12860_03482","573.12862_03419"
"group_5278","","hypothetical protein","3","3","1","1","812","","","","905","905","905","573.12859_02607","573.12860_04424","573.12862_03267"
"dnaN","","Beta sliding clamp","3","3","1","9","47","","","","1100","1100","1100","573.12859_03845","573.12860_03573","573.12862_03516"
"xylP","","Isoprimeverose transporter","3","3","1","1","2592","","","","1382","1382","1382","573.12859_01778","573.12860_01169","573.12862_02021"
"narG","","Respiratory nitrate reductase 1 alpha chain","3","3","1","1","2827","","","","3743","3743","3743","573.12859_02812","573.12860_04498","573.12862_02685"
"yjiA","","P-loop guanosine triphosphatase YjiA","3","3","1","4","298","","","","956","956","956","573.12859_00675","573.12860_01083","573.12862_00679"
"aas","","Bifunctional protein Aas","3","3","1","2","216","","","","2159","2159","2159","573.12859_03624","573.12860_02091","573.12862_04020"
"narK","","Nitrate/nitrite transporter NarK","3","3","1","1","2826","","","","1388","1388","1388","573.12859_02811","573.12860_04499","573.12862_02686"
"fdtC","","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase","3","3","1","8","74","","","","455","455","455","573.12859_04929","573.12860_03196","573.12862_03223"
"group_5286","","putative protein","3","3","1","1","2137","","","","815","815","815","573.12859_02080","573.12860_02020","573.12862_01813"
"pat_2","","Peptidyl-lysine N-acetyltransferase Pat","3","3","1","7","4","","","","2651","2660","2657","573.12859_03161","573.12860_02554","573.12862_02569"
"group_5288","","hypothetical protein","3","3","1","2","696","","","","566","566","566","573.12859_01319","573.12860_01485","573.12862_00100"
"yeiG","","S-formylglutathione hydrolase YeiG","3","3","1","1","1881","","","","833","833","833","573.12859_04641","573.12860_00488","573.12862_01579"
"hmuT","","Hemin-binding periplasmic protein HmuT","3","3","1","2","63","","","","818","818","818","573.12859_03403","573.12860_04295","573.12862_02791"
"group_5291","","hypothetical protein","3","3","1","12","82","","","","638","638","638","573.12859_04595","573.12860_04982","573.12862_04531"
"aceK","","Isocitrate dehydrogenase kinase/phosphatase","3","3","1","8","56","","","","1784","1784","1784","573.12859_04939","573.12860_03213","573.12862_03240"
